,,,,,,,,,,,,,,,,,,,,,,,,,
"*** Query Name:Query 1 ***

    Start Date : 10/1/2016 12:00:00 AM
30010859,RESIDENTIAL FIRE,RESIDENTIAL FIRE - FORMAL,12/24/2016 2:42:13 AM,,NJONGO AVENUE,MXOLISI PHETANI,Fire manually extinguished,,10 - 15 Deg,Light Breeze,Raining,,,Water Tanker,,0,,,"10,000","5,000",,,N.Magawu,,East
30010859,RESIDENTIAL FIRE,RESIDENTIAL FIRE - FORMAL,12/24/2016 2:42:13 AM,,NJONGO AVENUE,MXOLISI PHETANI,Fire manually extinguished,,10 - 15 Deg,Light Breeze,Raining,,,,,0,,,"10,000","5,000",,,N.Magawu,,East
30010860,RESIDENTIAL FIRE,RESIDENTIAL FIRE - FORMAL,12/24/2016 2:51:10 AM,,B MOLOKOANE STREET,HOUT BAY,Fire - automatically extinguished,,15 - 20 Deg,Light Breeze,Raining,Owner isolated electrical supply to main house,,,,,,Electrical wiring short circuiting,0,0,,,MRS NOLOYISO,,West
30010861,MOTOR VEHICLE ACCIDENT,MOTOR VEHICLE ACCIDENT (MVA),12/24/2016 12:25:01 PM,,SWARTKLIP ROAD,THEMBOKWEZI,Special Service,,,,,,,,,,,,0,0,,,,,East
30010862,MEDICAL EMERGENCY,MEDICAL - FEVER,12/23/2016 10:33:47 PM,1,OLD STRANDFONTEIN ROAD,OTTERY,Special Service,,,,,,,,,,,,,,,,,,West
30010863,TRAUMA EMERGENCY - ASSAULT,TRAUMA - ASSAULT - PHYSICAL,12/23/2016 10:47:18 PM,23,SEA COTTAGE CRESCENT,MILNERTON,Special Service,,,,,ONE ADULT MALE BROUGHT TO THE STATION BY PRIVATE TRANSPORT. PATIENT WAS STABBED TO THE RIGHT ARM WITH A KNIFE.,,,,,,,0,0,,,,,North
30010864,TRAUMA EMERGENCY - ASSAULT,TRAUMA - ASSAULT - PHYSICAL,12/23/2016 11:03:57 PM,42,LIBERTY STREET,STRAND,Special Service,,,,,"Sir on arrival we found one adult stabbed under right eye with sharp object,colour code yellow,brigade rendered medical assistance than handed over to Metro ambulance 162 transport to Helderberg Hospital",,,,,,,,,,,,,East
30010865,TRAUMA EMERGENCY - ACCIDENTAL INJURY,TRAUMA - ACCIDENTAL INJURY - DOMESTIC,12/23/2016 11:11:26 PM,,RIVERSDALE ROAD,LANSDOWNE,Special Service,,,,,,,,,,,,,,,,,,West
30010866,TRAUMA EMERGENCY - ACCIDENTAL INJURY,TRAUMA - ACCIDENTAL INJURY - DOMESTIC,12/23/2016 11:33:08 PM,66,NEPTUNES CASTLE ROAD,AVONDALE,Special Service,,,,,Nil,,,,,,,,,,,,,North
30010867,RESIDENTIAL FIRE,RESIDENTIAL FIRE - INFORMAL,12/24/2016 12:20:00 AM,27,OLD FAURE ROAD,FAURE,Fire manually extinguished,,20 - 25 Deg,Light Breeze,Raining,,10 - 15 min,,,0,,,"20,000","5,000",,,Manuel Andrews,,East
30010868,TRAUMA EMERGENCY - ASSAULT,TRAUMA - ASSAULT - PHYSICAL,12/24/2016 1:59:45 AM,106,HAARLEM AVENUE,BELHAR EXT 13,Special Service,,,,,,,,,,,,,,,,,,East
30010869,TRAUMA EMERGENCY - SELF HARM,TRAUMA - SELF HARM - WEAPON (GUNSHOT),12/24/2016 2:21:00 AM,,MAIN ROAD,MFULENI,,,,,,,,,,,,,,,,,,,
30010870,MOTOR VEHICLE ACCIDENT,MOTOR VEHICLE ACCIDENT (MVA),12/24/2016 2:29:48 AM,,HOUT BAY MAIN ROAD,HOUT BAY,Special Service,,,,,,,,,,,,,,,,,,West
30010871,MOTOR VEHICLE ACCIDENT,MOTOR VEHICLE ACCIDENT (MVA),12/24/2016 2:53:51 AM,,JAKES GERWEL DRIVE,WP SHOWGROUNDS,Special Service,,,,,Drivers of vehicles replaced damaged tyre and removed vehicles out of roadway.,,,,,,,,,,,,,North
30010872,RESIDENTIAL FIRE,RESIDENTIAL FIRE - FORMAL,12/24/2016 2:53:53 AM,36263,JULAYI CRESCENT,UMRHABULO TRIANGLE,Fire manually extinguished,,20 - 25 Deg,Light Breeze,Raining,,,,,,,,"20,000","50,000",,,Nosakhumzi Tutu,,East
30010873,RESIDENTIAL FIRE,RESIDENTIAL FIRE - FORMAL,12/24/2016 3:55:19 AM,2,SILVER ROAD,ROCKLANDS,Fire manually extinguished,,20 - 25 Deg,Moderate,Fine,OWNERS ATTEMPTED TO EXTINGUISH FIRE,5 - 10 min,,,0,,,,,,,GERTRUIDA.PETER JOSEFH PRINS,,East
30010873,RESIDENTIAL FIRE,RESIDENTIAL FIRE - FORMAL,12/24/2016 3:55:19 AM,2,SILVER ROAD,ROCKLANDS,Fire manually extinguished,,20 - 25 Deg,Moderate,Fine,OWNERS ATTEMPTED TO EXTINGUISH FIRE,,,,0,,,,,,,GERTRUIDA.PETER JOSEFH PRINS,,East
30010874,RESIDENTIAL FIRE,RESIDENTIAL FIRE - FORMAL,12/24/2016 4:29:43 AM,14,MANANASE NDLEBE STREET,GUGULETU,Fire manually extinguished,,15 - 20 Deg,Light Breeze,Clear,,10 - 15 min,,,0,,,"5,000","5,000",1,1,TIKLIM RICHARD TYALA,,East
30010875,RESIDENTIAL FIRE,RESIDENTIAL FIRE - INFORMAL,12/24/2016 5:41:09 AM,,NYANDA AVENUE,UMRHABULO TRIANGLE,Fire manually extinguished,,15 - 20 Deg,Light Breeze,Clear,Members of the public throwing buckets of water on the fire.,5 - 10 min,,,0,,"Entire structure sever by fire ,heat , smoke and water.","5,000","5,000",,,Mr Tsotsi Breachman Vellem,,East
30010876,MOTOR VEHICLE ACCIDENT,MOTOR VEHICLE ACCIDENT (MVA),12/24/2016 8:17:40 AM,,SETTLERS DRIVE,BRIDGETOWN,Special Service,,,,,"Traffic, Metro Ambulance 11 and 120, Metro paramedic on scene. 3 Adult males injured code Yellow",,,,,,,,,,,,,North
30010877,MOTOR VEHICLE ACCIDENT,MOTOR VEHICLE ACCIDENT (MVA),12/24/2016 8:57:57 AM,,A Z BERMAN DRIVE,LENTEGEUR,Special Service,,,,,Metro Amb 61 and traffic in attendance.,,,,,,,0,0,,,,,East
30010878,MEDICAL EMERGENCY,MEDICAL - PATIENT UNRESPONSIVE,12/24/2016 11:01:30 AM,,WESFLEUR AVENUE,AVONDALE,Special Service,,,,,PATIENT REMOVED TO WESFLEUR HOSPITAL BY BY METRO AMBULANCE,,,,,,N/A,0,0,,,,,North
30010879,MOTOR VEHICLE ACCIDENT,PEDESTRIAN VEHICLE ACCIDENT (PVA ),12/24/2016 11:43:31 AM,,STEVE BIKO DRIVE,GUGULETU,Special Service,,,,,,,,,,,,,,,,,,East
30010880,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",12/24/2016 12:26:26 PM,,TOMAHAWK CLOSE,ROCKLANDS,Fire manually extinguished,,15 - 20 Deg,Light Breeze,Fine,,20 - 25 min,Bush Tanker,,"4,800",,,,,,,City of Cape Town (Lis 152367),,East
30010880,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",12/24/2016 12:26:26 PM,,TOMAHAWK CLOSE,ROCKLANDS,Fire manually extinguished,,15 - 20 Deg,Light Breeze,Fine,,5 - 10 min,,,"1,200",,,,,,,City of Cape Town (Lis 152367),,East
30010881,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",12/24/2016 12:32:41 PM,24,TIGERLILY CRESCENT,PROTEA VILLAGE,Fire manually extinguished,,20 - 25 Deg,Light Breeze,Clear,,,,,0,,,0,0,,,CRAMMIX LTD,,North
30010882,RESIDENTIAL FIRE,RESIDENTIAL FIRE - INFORMAL,12/24/2016 12:30:20 PM,,TABULELE ROAD,MANDELA PARK,Fire manually extinguished,,20 - 25 Deg,Moderate,Clear,Fire extinguished by occupants with garden hose prior arrival of brigade,,,,,,,"4,000",500,1,,Apostolic Faith Mission of South Africa,Ntabulele (0634954584),East
30010883,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",12/24/2016 2:50:21 PM,,DASSENBERG Drive,Avondale,Fire manually extinguished,,20 - 25 Deg,Light Breeze,Fine,,,Water Tanker,,"1,000",,,0,0,,,City of Caoetown,,North
30010883,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",12/24/2016 2:50:21 PM,,DASSENBERG Drive,Avondale,Fire manually extinguished,,20 - 25 Deg,Light Breeze,Fine,,,,,"1,000",,,0,0,,,City of Caoetown,,North
30010884,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",12/24/2016 3:43:02 PM,,DOVE STREET,ROCKLANDS,Fire manually extinguished,,20 - 25 Deg,Light Breeze,Fine,,5 - 10 min,,,"1,200",,,0,0,,,Dept of Public Works (Lis 138866),,East
30010885,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",12/24/2016 3:51:07 PM,12,TROPICANA ROAD,COLORADO PARK,Fire manually extinguished,,20 - 25 Deg,Moderate,Fine,,25 - 30 min,Water Tanker,,0,,,0,0,,,See remarks,,East
30010885,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",12/24/2016 3:51:07 PM,12,TROPICANA ROAD,COLORADO PARK,Fire manually extinguished,,20 - 25 Deg,Moderate,Fine,,25 - 30 min,,,"7,200",,,0,0,,,See remarks,,East
30010886,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",12/24/2016 4:00:13 PM,,KUILS RIVER HIGHWAY,VOELVLEI,Fire manually extinguished,,15 - 20 Deg,Light Breeze,Overcast,,25 - 30 min,,625Kpa 13mm Nozzle,"1,000",,,0,0,,,no property detials,,East
30010887,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",12/24/2016 4:02:27 PM,,WAGENAAR STREET,MONTE VISTA,Fire manually extinguished,,25 - 30 Deg,Light Breeze,Clear,,0 - 5 min,,625Kpa 13mm Nozzle,300,,,,,,,City of Cape Town,,North
30010888,RESIDENTIAL FIRE,RESIDENTIAL FIRE - FORMAL,12/24/2016 4:22:49 PM,8,WATERLOO AVENUE,COLORADO PARK,Fire manually extinguished,,15 - 20 Deg,Light Breeze,Fine,Residents extinguishing with garden hose.,0 - 5 min,,,0,,,"5,000","2,000",1,1,Gilroy Jesmond Alias (LIS 355161),,East
30010889,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",12/24/2016 10:49:59 PM,46,KLIP ROAD,GRASSY PARK,,,,,,,,,,,,,,,,,,,
30010890,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",12/25/2016 12:21:17 AM,2,THAMBO STREET,WITSAND,Fire manually extinguished,,15 - 20 Deg,Light Breeze,Fine,Saps in attendance,25 - 30 min,,,"1,500",,,0,0,,,Rekran investments cc,,North
30010891,SPECIAL INCIDENTS - FIRE SERVICE,FIRE SERVICE MISCELLANEOUS - ANIMAL RESCUE,12/25/2016 12:48:50 AM,2,PARKWOOD STREET,HILLCREST HEIGHTS,Special Service,,,,,occupants attempted to free dog with plier,,,,,,,0,100,,,,,East
30010892,MOTOR VEHICLE ACCIDENT,MOTOR VEHICLE ACCIDENT (MVA),12/24/2016 12:37:24 PM,,  ROAD,CAPE FARMS - DISTRICT B,Special Service,,,,,SAPS ON SCENE,,,,,,,0,0,,,,,North
30010893,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",12/24/2016 12:40:13 PM,,MAROELA STRAAT,KRAAIFONTEIN INDUSTRIA,False Alarm - Good Intent,,,,,,,,,,,,0,0,,,,,North
30010894,MOTOR VEHICLE ACCIDENT,PEDESTRIAN VEHICLE ACCIDENT (PVA ),12/24/2016 1:05:38 PM,,ROBERT SOBUKWE ROAD,BELLVILLE CBD,Special Service,,,,,Traffic on scene and members of the public rendered first aid.,,,,,,,,,,,,,North
30010895,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",12/24/2016 1:06:17 PM,44,SPINE ROAD,DRIFTSANDS,Fire manually extinguished,,0 - 10 Deg,Moderate,Clear,,0 - 5 min,,,"3,000",,,0,0,,,CITY OF CAPE TOWN,,East
30010896,TRAUMA EMERGENCY - ACCIDENTAL INJURY,TRAUMA - ACCIDENTAL INJURY - DOMESTIC,12/24/2016 1:11:44 PM,,HOUT BAY MAIN ROAD,HOUT BAY,Special Service,,,,,FEMALE MINOR FELL,,,,,,,,,,,,,West
30010897,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",12/24/2016 1:15:08 PM,,WILTON DYESHANA ROAD,GUGULETU,False Alarm - Good Intent,,,,,,,,,,,,,,,,,,East
30010898,MOTOR VEHICLE ACCIDENT,MOTOR VEHICLE ACCIDENT (MVA),12/24/2016 1:17:11 PM,65,ELSIES RIVER HALT ROAD,RIVERTON ELSIES RIVER,Special Service,,,,,"motor cyclist and a motor vehicle collided, one adult male sustained injuries, condition yellow.",,,,,,,,,,,,,North
30010899,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",12/24/2016 1:22:04 PM,,KLIPFONTEIN ROAD,BRIDGETOWN,Fire manually extinguished,,25 - 30 Deg,Light Breeze,Clear,,0 - 5 min,,625Kpa 13mm Nozzle,200,,,,,,,City Of Cape Town,,North
30010900,TRAUMA EMERGENCY - ASSAULT,TRAUMA - ASSAULT - PHYSICAL,12/24/2016 1:28:01 PM,,KOEBERG ROAD,MILNERTON,Special Service,,,,,,,,,,,,,,,,,,West
30010901,MOTOR VEHICLE ACCIDENT,MOTOR VEHICLE ACCIDENT (MVA),12/24/2016 2:19:12 PM,,KLIPHEUWEL CRESCENT,CAPE FARMS - DISTRICT C,Special Service,,,,,Metro ambulance 83 treating patient. Patient transported to Cape Gate.,,,,,,,,,,,,,North
30010902,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",12/24/2016 2:50:03 PM,,SIDMOUTH AVENUE,ORANJEZICHT,False Alarm - Good Intent,,,,,,,,,,,,0,0,,,,,West
30010903,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",12/24/2016 3:19:11 PM,,MKHUNGELA STREET,ASANDA,Fire manually extinguished,,20 - 25 Deg,Light Breeze,Clear,,15 - 20 min,Water Tanker,,0,,,0,0,,,City of Cape Town,,East
30010903,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",12/24/2016 3:19:11 PM,,MKHUNGELA STREET,ASANDA,Fire manually extinguished,,20 - 25 Deg,Light Breeze,Clear,,15 - 20 min,,625Kpa 19mm Nozzle,"9,000",,,0,0,,,City of Cape Town,,East
30010904,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",12/24/2016 3:20:56 PM,,THIRD AVENUE,LOTUS RIVER,Fire manually extinguished,,15 - 20 Deg,Moderate,Fine,NIL,15 - 20 min,,625Kpa 19mm Nozzle,"2,400",,,0,0,,,CAPE TOWN MUNICIPALITY,,West
30010905,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",12/24/2016 3:29:06 PM,,STELLENBOSCH ROAD,CAPE TOWN AIRPORT,Fire manually extinguished,,25 - 30 Deg,Moderate,Fine,Nil,0 - 5 min,,,500,,,0,0,,,City of Cape Town,,East
30010906,MEDICAL EMERGENCY,MEDICAL - CONFUSION (DIABETIC PATIENT),12/24/2016 3:29:49 PM,15,JOE MARKS BOULEVARD,RETREAT,Special Service,,,,,,,,,,,,,,,,,,West
30010907,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",12/24/2016 3:50:19 PM,,HAZEL STREET,AVONWOOD,Fire manually extinguished,,15 - 20 Deg,Light Breeze,Fine,as a result of this fire one adult male sustained slight smoke inhalation.,0 - 5 min,,,600,,,0,0,,,City of cape town,,North
30010908,MOTOR VEHICLE ACCIDENT,MOTOR VEHICLE ACCIDENT (MVA),12/24/2016 4:18:58 PM,,VAN RIEBEECK ROAD,ZEVENWACHT MALL,Special Service,,,,,Metro Ambulance and SAPS on scene.,,,,,,,0,0,,,,,East
30010909,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",12/24/2016 4:26:00 PM,,CONISTON AVENUE,STEENBERG,False Alarm - Good Intent,,,,,,,,,,,,,,,,,,West
30010910,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",12/24/2016 5:12:47 PM,,DUINEFONTEIN ROAD,MANENBERG,Fire manually extinguished,,15 - 20 Deg,Light Breeze,Clear,,20 - 25 min,,,"3,000",,,,,,,CITY OF CAPETOWN,,East
30010911,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",12/24/2016 5:27:05 PM,,35TH AVENUE,AVONWOOD,Fire manually extinguished,,25 - 30 Deg,Light Breeze,Clear,,5 - 10 min,,625Kpa 13mm Nozzle,600,,,,,,,City Of Cape Town,,North
30010912,MOTOR VEHICLE ACCIDENT,MOTOR VEHICLE ACCIDENT (MVA),12/24/2016 5:29:28 PM,,SPAANSCEMAT RIVER,CONSTANTIA,Special Service,,,,,Metro Ambulance #32 on scene . One female adult colour code green.,,,,,,,,,,,,,West
30010913,RESIDENTIAL FIRE,RESIDENTIAL FIRE - INFORMAL,12/24/2016 5:49:35 PM,,WHITE HART LANE,PHILIPPI,Fire manually extinguished,,15 - 20 Deg,,,,5 - 10 min,,,0,,,0,0,1,1,KD30-273,,East
30010914,RESIDENTIAL FIRE,RESIDENTIAL FIRE - INFORMAL,12/24/2016 6:03:50 PM,31289,WAXBERRY STREET,DUNOON,Fire manually extinguished,,20 - 25 Deg,Light Breeze,Fine,,25 - 30 min,,625Kpa 13mm Nozzle,"3,000",,"Entire Structure severe by fire, heat, smoke and water","50,000","100,000",1,1,Wiseman Pupuma,Asanda,North
30010914,RESIDENTIAL FIRE,RESIDENTIAL FIRE - INFORMAL,12/24/2016 6:03:50 PM,31289,WAXBERRY STREET,DUNOON,Fire manually extinguished,,20 - 25 Deg,Light Breeze,Fine,,25 - 30 min,,625Kpa 13mm Nozzle,"6,000",,"Entire Structure severe by fire, heat, smoke and water","50,000","100,000",1,1,Wiseman Pupuma,Asanda,North
30010915,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",12/24/2016 6:07:34 PM,,MAIN ROAD,FAURE,Fire manually extinguished,,20 - 25 Deg,Moderate,Clear,,25 - 30 min,Street Hydrant,625Kpa 13mm Nozzle,"8,450",,,0,0,,,S.A. Spoorpendelkorporasie,,East
30010916,MOTOR VEHICLE ACCIDENT,PEDESTRIAN VEHICLE ACCIDENT (PVA ),12/24/2016 6:26:32 PM,1,BATAVIA AVENUE,BELHAR EXT 12,Special Service,,,,,Nil,,,,,,,0,0,,,,,East
30010917,TRAUMA EMERGENCY - ASSAULT,TRAUMA - ASSAULT - PHYSICAL,12/24/2016 6:43:23 PM,,HOUT BAY MAIN ROAD,HOUT BAY,Special Service,,,,,ADULT MALE ASSAULTED,,,,,,,,,,,,,West
30010918,RESIDENTIAL FIRE,RESIDENTIAL FIRE - FLATS,12/24/2016 6:43:53 PM,,GOUS STREET,STRAND,Fire manually extinguished,,15 - 20 Deg,Light Breeze,Clear,,5 - 10 min,Water Tanker,625Kpa 19mm Nozzle,0,,"Ceiling, windows, walls, door and floor severe by fire, heat, smoke and water.","60,000","100,000",3,,The Majestic Body Corporate,Karen Strydom,East
30010918,RESIDENTIAL FIRE,RESIDENTIAL FIRE - FLATS,12/24/2016 6:43:53 PM,,GOUS STREET,STRAND,Fire manually extinguished,,15 - 20 Deg,Light Breeze,Clear,,,,,0,,"Ceiling, windows, walls, door and floor severe by fire, heat, smoke and water.","60,000","100,000",3,,The Majestic Body Corporate,Karen Strydom,East
30010919,RESIDENTIAL FIRE,RESIDENTIAL FIRE - FORMAL,12/24/2016 6:53:17 PM,75,BOTMA STREET,STEENBERG,Fire manually extinguished,,20 - 25 Deg,Moderate,Clear,Occupants extinguished fire using a garden hose,,,,0,,bedroom on first floor at rear - ensuite consisting of floor wall roof and window severe by fire heat smoke and water. remainder of bedroom slight by heat smoke and water only.,"200,000","20,000",2,1,Henry Lewis,Lewis,West
30010920,MEDICAL EMERGENCY,MEDICAL - UNABLE TO BREATHE,12/24/2016 6:53:25 PM,23,SEA COTTAGE CRESCENT,MILNERTON,Special Service,,,,,,,,,,,,,,,,,,West
30010921,RESIDENTIAL FIRE,RESIDENTIAL FIRE - FORMAL,12/24/2016 7:04:18 PM,,FIKILE STREET,ASANDA,Fire manually extinguished,,15 - 20 Deg,Moderate,Fine,,5 - 10 min,,,0,,entire wood and iron structure destroyed by fire heat smoke and water,"5,000","7,000",0,2,neliswa kobo,,East
30010921,RESIDENTIAL FIRE,RESIDENTIAL FIRE - FORMAL,12/24/2016 7:04:18 PM,,FIKILE STREET,ASANDA,Fire manually extinguished,,15 - 20 Deg,Moderate,Fine,,,,,0,,entire wood and iron structure destroyed by fire heat smoke and water,"5,000","7,000",0,2,neliswa kobo,,East
30010922,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",12/24/2016 7:09:00 PM,,HELDERBERG COLLEGE ROAD,DIE WINGERD,Fire manually extinguished,,20 - 25 Deg,Light Breeze,Clear,"College personnel extinguished fire with the use of spades, before the arrival of the Brigade",0 - 5 min,,625Kpa 13mm Nozzle,600,,,0,0,,,SEDCOM,,North
30010923,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",12/24/2016 7:19:32 PM,,MC INTYRE ROAD,CLAMHALL,Fire manually extinguished,,15 - 20 Deg,Light Breeze,Fine,,5 - 10 min,,,"1,200",,,0,0,,,"transnet LTD (ERF: 5093), Unknown (ERF: 5147)",,North
30010924,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",12/24/2016 7:36:39 PM,,EDWARD AVENUE,LOTUS RIVER,Fire manually extinguished,,15 - 20 Deg,Moderate,Fine,NIL,20 - 25 min,Bush Tanker,625Kpa 19mm Nozzle,"3,600",,,0,0,,,CAPE TOWN MUNICIPALITY,,West
30010924,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",12/24/2016 7:36:39 PM,,EDWARD AVENUE,LOTUS RIVER,Fire manually extinguished,,15 - 20 Deg,Moderate,Fine,NIL,20 - 25 min,Water Tanker,625Kpa 19mm Nozzle,"3,600",,,0,0,,,CAPE TOWN MUNICIPALITY,,West
30010924,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",12/24/2016 7:36:39 PM,,EDWARD AVENUE,LOTUS RIVER,Fire manually extinguished,,15 - 20 Deg,Moderate,Fine,NIL,25 - 30 min,,625Kpa 19mm Nozzle,"3,600",,,0,0,,,CAPE TOWN MUNICIPALITY,,West
30010925,RESIDENTIAL FIRE,RESIDENTIAL FIRE - FORMAL,12/24/2016 7:53:36 PM,31761,MBANDEZELO STREET,LWANDLE,Fire manually extinguished,,20 - 25 Deg,Light Breeze,Fine,public using hose pipes and buckets of water.,,Water Tanker,,"5,000",,"Two attached brick and concrete dwellings, one badly damaged and one slightly damaged by fire and five wood and iron dwellings destroyed by fire.","80,000","200,000",,7,City of Cape Town,As per attached list.,East
30010925,RESIDENTIAL FIRE,RESIDENTIAL FIRE - FORMAL,12/24/2016 7:53:36 PM,31761,MBANDEZELO STREET,LWANDLE,Fire manually extinguished,,20 - 25 Deg,Light Breeze,Fine,public using hose pipes and buckets of water.,,,,"3,000",,"Two attached brick and concrete dwellings, one badly damaged and one slightly damaged by fire and five wood and iron dwellings destroyed by fire.","80,000","200,000",,7,City of Cape Town,As per attached list.,East
30010925,RESIDENTIAL FIRE,RESIDENTIAL FIRE - FORMAL,12/24/2016 7:53:36 PM,31761,MBANDEZELO STREET,LWANDLE,Fire manually extinguished,,20 - 25 Deg,Light Breeze,Fine,public using hose pipes and buckets of water.,,,,"6,000",,"Two attached brick and concrete dwellings, one badly damaged and one slightly damaged by fire and five wood and iron dwellings destroyed by fire.","80,000","200,000",,7,City of Cape Town,As per attached list.,East
30010926,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",12/24/2016 8:00:54 PM,,DE BEERS AVENUE,CAREY PARK,Fire manually extinguished,,15 - 20 Deg,Moderate,Fine,,5 - 10 min,Skid Unit,,600,,AN AVERAGED AREA OF GRASS AND BUSH BURNT.,0,0,,,SOMERSET WAEST COUNTRY CLUB,,East
30010926,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",12/24/2016 8:00:54 PM,,DE BEERS AVENUE,CAREY PARK,Fire manually extinguished,,15 - 20 Deg,Moderate,Fine,,,,,0,,AN AVERAGED AREA OF GRASS AND BUSH BURNT.,0,0,,,SOMERSET WAEST COUNTRY CLUB,,East
30010927,TRAUMA EMERGENCY - ASSAULT,TRAUMA - ASSAULT - PHYSICAL,12/24/2016 8:14:59 PM,1407,STILWANEY CRESCENT,BELLVILLE SOUTH,Special Service,,,,,Family members rendered first aid,,,,,,,,,,,,,North
30010928,TRAUMA EMERGENCY - ACCIDENTAL INJURY,TRAUMA - ACCIDENTAL INJURY - DOMESTIC,12/24/2016 8:37:47 PM,192,KOEBERG ROAD,RUGBY,Special Service,,,,,"adult female suffered a seizure ,prior to arrival ,metro was called aswell.pt sustained a lasceration to l eye brow no active bleeding and minor abrasions tor hand fingers.",,,,,,,,,,,,,North
30010929,RESIDENTIAL FIRE,RESIDENTIAL FIRE - INFORMAL,12/24/2016 8:41:32 PM,,DELFT MAIN ROAD,DELFT 8,Fire manually extinguished,,20 - 25 Deg,Light Breeze,Fine,SAPS on scene and neighbours using buckets of water to put out fire.,10 - 15 min,,,0,,,500,"1,000",,,Kenneth,,East
30010929,RESIDENTIAL FIRE,RESIDENTIAL FIRE - INFORMAL,12/24/2016 8:41:32 PM,,DELFT MAIN ROAD,DELFT 8,Fire manually extinguished,,20 - 25 Deg,Light Breeze,Fine,SAPS on scene and neighbours using buckets of water to put out fire.,,,,0,,,500,"1,000",,,Kenneth,,East
30010930,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",12/24/2016 9:01:52 PM,,REDDAM AVENUE,WESTLAKE,Fire manually extinguished,,15 - 20 Deg,Moderate,Clear,,,Private Hydrant,,0,,,0,0,,,,,West
30010931,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",12/24/2016 9:47:20 PM,,GOVAN MBEKI ROAD,SILWERTOWN,Fire manually extinguished,,10 - 15 Deg,Moderate,Fine,metro police on scene,0 - 5 min,,,200,,,,,,,,,East
30010932,MOTOR VEHICLE ACCIDENT,MOTOR VEHICLE ACCIDENT (MVA),12/24/2016 9:50:29 PM,,GEMINI DRIVE,OCEAN VIEW,Special Service,,,,,"MVA, 2 persons trapped",,,,,,,,,,,,,West
30010933,COMMERCIAL FIRE,COMMERCIAL FIRE - OFFICES,12/24/2016 10:35:44 PM,,GYMPIE STREET,WOODSTOCK,Fire manually extinguished,,15 - 20 Deg,Moderate,Fine,,10 - 15 min,,625Kpa 19mm Nozzle,"9,030",,,0,0,,,The S.I Patel Trust,,West
30010933,COMMERCIAL FIRE,COMMERCIAL FIRE - OFFICES,12/24/2016 10:35:44 PM,,GYMPIE STREET,WOODSTOCK,Fire manually extinguished,,15 - 20 Deg,Moderate,Fine,,25 - 30 min,,625Kpa 19mm Nozzle,"18,060",,,0,0,,,The S.I Patel Trust,,West
30010933,COMMERCIAL FIRE,COMMERCIAL FIRE - OFFICES,12/24/2016 10:35:44 PM,,GYMPIE STREET,WOODSTOCK,Fire manually extinguished,,15 - 20 Deg,Moderate,Fine,,,Street Hydrant,,0,,,0,0,,,The S.I Patel Trust,,West
